#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         526    -0.42971   -0.237886  0.00424063
         527   -0.426422   -0.238244  0.00424765
         528   -0.411975   -0.238573  0.00425233
         529   -0.398994   -0.238876  0.00425509
         530   -0.387476   -0.239156  0.00425629
         531   -0.398688   -0.239457  0.00425886
         532   -0.421533   -0.239799  0.00426459
         533   -0.410389   -0.240119  0.00426858
         534   -0.403318   -0.240425  0.00427151
         535   -0.401029   -0.240725  0.00427406
         536   -0.401172   -0.241024  0.00427656
         537   -0.376758   -0.241277  0.00427606
         538   -0.381407   -0.241538  0.00427604
         539   -0.393811    -0.24182  0.00427742
         540   -0.377526   -0.242071  0.00427688
         541   -0.332409   -0.242238  0.00427223
         542   -0.369789   -0.242474  0.00427083
         543   -0.384656   -0.242736  0.00427098
         544     -0.3733   -0.242976  0.00426987
         545   -0.371356   -0.243211  0.00426853
         546   -0.358472   -0.243422  0.00426592
         547   -0.387567   -0.243686  0.00426626
         548   -0.375853   -0.243927  0.00426528
         549   -0.372831   -0.244162  0.00426397
         550   -0.366299   -0.244384    0.004262
         551   -0.383132   -0.244636   0.0042617
         552   -0.425132   -0.244963   0.0042665
         553   -0.410372   -0.245262  0.00426926
         554    -0.41503   -0.245568  0.00427254
         555   -0.433623   -0.245907  0.00427825
         556   -0.443318   -0.246262  0.00428527
         557   -0.431431   -0.246594  0.00429045
         558   -0.436276   -0.246934   0.0042962
         559   -0.446434   -0.247291  0.00430332
         560   -0.454446   -0.247661   0.0043115
         561   -0.431536   -0.247989  0.00431626
         562   -0.422636     -0.2483  0.00431975
         563   -0.439877    -0.24864  0.00432546
         564   -0.425659   -0.248954  0.00432916
         565   -0.432476   -0.249279  0.00433367
         566   -0.431153     -0.2496  0.00433791
         567   -0.416918   -0.249895  0.00434028
         568   -0.427156   -0.250207  0.00434385
         569   -0.405598    -0.25048  0.00434479
         570   -0.411285   -0.250762  0.00434632
         571   -0.410435   -0.251042  0.00434769
         572   -0.385814   -0.251278  0.00434647
         573   -0.353625   -0.251456  0.00434255
         574   -0.360121   -0.251646  0.00433911
         575     -0.3871   -0.251881  0.00433795
         576   -0.378413   -0.252101  0.00433598
         577   -0.389288   -0.252339  0.00433498
         578    -0.39553   -0.252586  0.00433455
         579    -0.41532   -0.252867  0.00433617
         580   -0.406557   -0.253132  0.00433678
         581   -0.405975   -0.253395  0.00433729
         582   -0.411592   -0.253667  0.00433835
         583   -0.410453   -0.253936  0.00433923
         584   -0.365683   -0.254128  0.00433602
         585   -0.403356   -0.254383   0.0043361
         586   -0.385075   -0.254606  0.00433444
         587   -0.414447   -0.254878   0.0043356
         588   -0.415127   -0.255151  0.00433678
         589   -0.375949   -0.255356  0.00433427
         590   -0.381834    -0.25557  0.00433222
         591    -0.38018   -0.255781  0.00433001
         592   -0.381213   -0.255993  0.00432788
         593   -0.386637   -0.256213  0.00432619
         594   -0.374645   -0.256412   0.0043235
         595   -0.390277   -0.256637  0.00432208
         596   -0.386679   -0.256856  0.00432033
         597   -0.389238   -0.257077  0.00431878
         598   -0.382391   -0.257287  0.00431664
         599   -0.375385   -0.257484  0.00431393
         600   -0.376733   -0.257683  0.00431132
         601   -0.375915   -0.257879  0.00430863
         602   -0.372822    -0.25807   0.0043057
         603   -0.386455   -0.258283  0.00430382
         604   -0.402181   -0.258522  0.00430329
         605   -0.359024   -0.258688  0.00429938
         606    -0.35945   -0.258854   0.0042955
         607    -0.36491   -0.259029  0.00429197
         608   -0.382356   -0.259232  0.00428971
         609    -0.37155   -0.259416  0.00428662
         610   -0.365595    -0.25959  0.00428313
         611   -0.369198   -0.259769  0.00427987
         612   -0.382243    -0.25997  0.00427756
         613   -0.377924   -0.260162  0.00427491
         614   -0.376718   -0.260352  0.00427216
         615   -0.402603   -0.260583  0.00427147
         616   -0.347511   -0.260724  0.00426686
         617   -0.353767   -0.260875  0.00426261
         618   -0.385768   -0.261077   0.0042605
         619   -0.369031   -0.261251  0.00425719
         620   -0.352273   -0.261398  0.00425285
         621   -0.377714   -0.261586  0.00425012
         622   -0.365371   -0.261752  0.00424657
         623    -0.36422   -0.261917  0.00424293
         624   -0.347203   -0.262054  0.00423833
         625   -0.375759   -0.262236  0.00423546
         626   -0.362621   -0.262396  0.00423172
         627   -0.372503   -0.262572  0.00422862
         628   -0.370923   -0.262744   0.0042254
         629   -0.360548     -0.2629  0.00422155
         630   -0.387275   -0.263097  0.00421946
         631   -0.388305   -0.263295  0.00421743
         632   -0.384104   -0.263487  0.00421509
         633   -0.398087   -0.263699  0.00421379
         634    -0.38365   -0.263888  0.00421139
         635   -0.374424   -0.264062  0.00420835
         636   -0.340643   -0.264183  0.00420346
         637   -0.330097   -0.264286  0.00419813
         638   -0.324698   -0.264381  0.00419262
         639   -0.282357   -0.264409  0.00418616
         640   -0.316875   -0.264491  0.00418042
         641   -0.343243   -0.264614   0.0041757
         642   -0.346885   -0.264742  0.00417116
         643   -0.317952   -0.264825   0.0041655
         644   -0.308903   -0.264893  0.00415959
         645   -0.316717   -0.264974  0.00415392
         646   -0.320978    -0.26506  0.00414839
         647   -0.319902   -0.265145  0.00414285
         648   -0.318292   -0.265227  0.00413726
         649    -0.32101   -0.265313  0.00413178
